
Name	Description	Flags
lb_debug_visualize_shadowed_lights false	SceneSystem/LightBinner/Debug Visualize Shadowed Lights	developmentonly cheat menubar_item
lb_dynamic_shadow_penumbra true	Adjust shadow penumbra based on light size	developmentonly defensive
lb_dynamic_shadow_resolution true	Dynamically adjust shadow resolution	developmentonly defensive
lb_dynamic_shadow_resolution_base 1024.000000	Base resolution for dynamic shadowmap sizing. Shadowmap size of a screen sized light
Min: 128.000000
Max: 2048.000000	developmentonly defensive
lb_dynamic_shadow_resolution_base_cmp_shadowmapsize false	take min of lb_dynamic_shadow_resolution and barnlight shadowmapsize as base shadowmapsize	developmentonly cheat
lb_dynamic_shadow_resolution_delay 0.850000	Update delay for shadow size
Min: 0.100000
Max: 3.000000	developmentonly defensive
lb_dynamic_shadow_resolution_hysteresis 0.330000	Update hysteresis for shadow size
Min: 0.010000
Max: 1.000000	developmentonly defensive
lb_dynamic_shadow_resolution_quantization 64	Quantization of dynamically computed shadow size
Min: 8
Max: 128	developmentonly defensive
lb_enable_baked_shadows true	SceneSystem/LightBinner/Enable Baked Shadows	developmentonly cheat menubar_item
lb_enable_binning true	SceneSystem/LightBinner/Enable Binning	developmentonly menubar_item defensive
lb_enable_dynamic_lights true	Allows rendering dynamic lights	developmentonly cheat
lb_enable_envmaps true	SceneSystem/LightBinner/Enable EnvMaps	developmentonly cheat menubar_item
lb_enable_fog_mixed_shadows true	SceneSystem/LightBinner/Enable Fog Mixed Shadows	developmentonly cheat menubar_item
lb_enable_lights true	SceneSystem/LightBinner/Enable Lights	developmentonly cheat menubar_item
lb_enable_shadow_casting true	Allow stationary/dynamic lights to cast shadows.	developmentonly defensive
lb_enable_stationary_lights true	Allows rendering stationary/mixed lights	developmentonly cheat
lb_enable_sunlight true	SceneSystem/LightBinner/Enable Sunlight	developmentonly cheat menubar_item
lb_low_quality_shader_fade_region_rescale 0.500000	For envmaps in low quality shader mode, how much of the fade region to scale the envmap box by.	developmentonly cheat
lb_max_visible_barn_lights_override -1	Override maximum visible barn lights	developmentonly cheat
lb_max_visible_envmaps_override -1	Override maximum visible envmaps	developmentonly cheat
lb_mixed_shadows true	SceneSystem/LightBinner/Enable Mixed Shadows	developmentonly cheat menubar_item
lb_override_barn_light_fade_sizes 0.050000 0.025000		developmentonly cheat
lb_override_barn_light_fade_sizes_enable false		developmentonly cheat
lb_override_barn_light_shadow_fade_sizes 0.100000 0.050000		developmentonly cheat
lb_shadow_map_cull_empty_mixed false	Don't render shadows for mixed shadowmaps with no dynamics objects in view	cheat
lb_shadow_map_culling true		cheat
lb_shadow_texture_height_override -1	Override height of shadow atlas texture	developmentonly defensive
lb_shadow_texture_width_override -1	Override width of shadow atlas texture	developmentonly defensive
lb_sun_csm_size_cull_threshold_texels 10.000000	Size, in texels, where we will cull an object in the shadowmap	developmentonly defensive
lb_tile_pixels 8		developmentonly defensive
lb_timesliced_shadows_dynamic_size true		developmentonly defensive
lb_use_ellipsoid_bounds true		developmentonly cheat
lb_use_illumination_silhouette true	SceneSystem/LightBinner/Use Illumination Bounds	developmentonly cheat menubar_item
leaderboards_cache_duration 600		developmentonly clientdll
legacy_models_supported true	Whether to support legacy (pre-modeldoc) models	developmentonly
lightquery_debug_direct_lighting true		gamedll clientdll replicated cheat
lightquery_debug_indirect_lighting true		gamedll clientdll replicated cheat
lobby_default_privacy_bits2 1	Lobby default permissions (0: private, 1: public)	clientdll archive release
lobby_gamesearch_fake 0		developmentonly clientdll
lobby_stats_fake false		developmentonly clientdll
locator_topdown_style false	Topdown games set this to handle distance and offscreen location differently.	developmentonly clientdll defensive
lockMoveControllerRet false		clientdll archive
logaddress_token_secret	Set a secret string that will be hashed when using logaddress with explicit token hash.	gamedll release
logic_npc_counter_debug false		gamedll replicated cheat
lservercfgfile listenserver.cfg		developmentonly gamedll defensive
lua_assert_on_error false		developmentonly defensive
lua_shipping_assert_on_error false		developmentonly defensive
m_pitch 0.022000	Mouse pitch factor.	clientdll archive userinfo per_user
m_yaw 0.022000	Mouse yaw factor.	clientdll archive userinfo per_user
mapcyclefile mapcycle.txt	Name of the .txt file used to cycle the maps on multiplayer servers	developmentonly gamedll defensive
mapoverview_allow_client_draw false	Allow a client to draw on the map overview	clientdll release
mapoverview_icon_scale 1.000000	Sets the icon scale multiplier for the overview map. Valid values are 0.5 to 3.0.
Min: 0.500000
Max: 3.000000	clientdll archive release
markup_volume_ref_cone_angle 135.000000		developmentonly gamedll defensive
mat_assert_on_error_shader_use false		developmentonly
mat_colcorrection_disableentities false	Disable map color-correction entities	developmentonly clientdll defensive
mat_colcorrection_editor false		developmentonly clientdll defensive
mat_colcorrection_forceentitiesclientside false	Forces color correction entities to be updated on the client	clientdll cheat
mat_colorcorrection true		developmentonly
mat_depthbias_shadowmap 0.000500		developmentonly clientdll defensive
mat_disable_normal_mapping false		clientdll cheat
mat_fullbright 0	Debug rendering modes	cheat
mat_hide_error_shader false		developmentonly
mat_lpv_luxels false		cheat
mat_luxels false		cheat
mat_max_lighting_complexity 8.000000		cheat
mat_overdraw 0	Visualize overdraw	cheat
mat_overdraw_color 0.075000 0.150000 0.300000		cheat
mat_shader_cache true		developmentonly
mat_shading_complexity false	Visualize shading complexity	cheat
mat_shading_complexity_color 1.000000 0.500000 0.250000		cheat
mat_shading_complexity_max_instruction_count 1024.000000		cheat
mat_shading_complexity_max_register_count 128.000000		cheat
mat_shadowmap_luxels false		cheat
mat_show_distance_field 0	0=Off, 1=Visualize trace from camera, 2=Visualize occlusion, 3=Visualize far field trace from camera	cheat
mat_skip_static_const_eval true		developmentonly
mat_slopescaledepthbias_shadowmap 4.000000		developmentonly clientdll defensive
mat_tonemap_bloom_scale -1.000000		cheat
mat_tonemap_bloom_start_value -1.000000		cheat
mat_tonemap_debug 0		developmentonly defensive
mat_tonemap_force_accelerate_exposure_down -1.000000		cheat
mat_tonemap_force_average_lum_min -1.000000	Override. Old default was 3.0	cheat
mat_tonemap_force_log_lum_max -1.000000		cheat
mat_tonemap_force_log_lum_min -1.000000		cheat
mat_tonemap_force_max -1.000000		cheat
mat_tonemap_force_min -1.000000		cheat
mat_tonemap_force_percent_bright_pixels -1.000000	Override. Old value was 1.0	cheat
mat_tonemap_force_percent_target -1.000000	Override. Old default was 45.	cheat
mat_tonemap_force_rate -1.000000		cheat
mat_tonemap_force_scale 0.000000		cheat
mat_tonemap_force_use_alpha -1		cheat
mat_tonemap_uncap_exposure 0		cheat
mat_viewportscale 1.000000	Scale down the main viewport (to reduce GPU impact on CPU profiling)
Min: 0.001563
Max: 1.000000	developmentonly clientdll defensive
mat_warn_bad_modes false		developmentonly
mat_wireframe 0	0=Off, 1=Surface Wireframe, 2=Transparent Wireframe	cheat
mem_level 2	Memory Level - Default: High	developmentonly clientdll defensive
mem_test_each_frame false	Run heap check at end of every frame	developmentonly defensive
mem_test_every_n_seconds 0	Run heap check at a specified interval	developmentonly defensive
mem_test_quiet false	Don't print stats when memtesting	developmentonly defensive
mesh_calculate_curvature_smooth_invert false		gamedll clientdll replicated cheat
mesh_calculate_curvature_smooth_pass_count 3		gamedll clientdll replicated cheat
mesh_calculate_curvature_smooth_weight 1.000000		gamedll clientdll replicated cheat
metamod_version 2.0.0-dev+1323	Metamod:Source Version	sponly notify release
mic_listen_while_nonfocused false	Enables the ability for the mic to remain open if the window loses focus such as when a caster tabs out to adjust settings	developmentonly clientdll defensive
mm_basedir addons\metamod	Metamod:Source Base Folder	sponly release
mm_csgo_community_search_players_min 3	When performing CSGO community matchmaking look for servers with at least so many human players	archive release
mm_datacenter_query_delay 5.000000	Delay after datacenter update is enabled before data is actually queried.	developmentonly
mm_datacenter_retry_interval 75.000000	Interval between datacenter stats retries.	developmentonly
mm_datacenter_update_interval 3600.000000	Interval between datacenter stats updates.	developmentonly
mm_debug_friend_rp 0		developmentonly
mm_dedicated_allow true	1 = allow searches for dedicated servers	developmentonly
mm_dedicated_fake false	1 = pretend like search is going, but abort after some time	developmentonly
mm_dedicated_force_servers	Comma delimited list of ip:port of servers used to search for dedicated servers instead of searching for public servers. Use syntax `publicip1:port|privateip1:port,publicip2:port|privateip2:port` if your server is behind NAT. If the server is behind NAT, you can specify `0.0.0.0|privateip:port` and if server port is in the list of `mm_server_search_lan_ports` its public address should be automatically detected.	release
mm_dedicated_ip	IP address of dedicated servers to consider available	developmentonly
mm_dedicated_search_maxping 150	Longest preferred ping to dedicated servers for games
Min: 25
Max: 350	archive
mm_dedicated_search_maxresults 75		developmentonly
mm_dedicated_timeout_request 20.000000		developmentonly
mm_dlcs_mask_extras 0		developmentonly defensive
mm_dlcs_mask_fake		developmentonly defensive
mm_events_listeners_validation false		developmentonly
mm_ignored_sessions_forget_pass 5		developmentonly
mm_ignored_sessions_forget_time 600.000000		developmentonly
mm_match_search_update_interval 10.000000	Interval between matchsearcher updates.	developmentonly
mm_player_search_count 5		developmentonly
mm_player_search_lan_ping_duration 3.500000	Duration of LAN discovery ping phase.	developmentonly
mm_player_search_lan_ping_interval 0.500000	Interval between LAN discovery pings.	developmentonly
mm_player_search_requests_limit -1	How many friend requests are displayed.	developmentonly
mm_player_search_update_interval 10.000000	Interval between players searches.	developmentonly
mm_pluginsfile addons\metamod\metaplugins.ini	Metamod:Source Plugins File	sponly release
mm_server_search_inet_ping_interval 1.000000	How long to wait between pinging internet server details.	developmentonly
mm_server_search_inet_ping_refresh 15.000000	How often to refresh a listed server.	developmentonly
mm_server_search_inet_ping_timeout 3.000000	How long to wait for internet server details.	developmentonly
